NO,시군구,번지,도로조건,계약면적(㎡),전월세구분,계약년월,계약일,보증금(만원),월세금(만원),건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형,위도,경도
2655,서울특별시 노원구 공릉동,5**,8m미만,18.0,전세,202202,15,8500,0,2013.0,동일로182길,202202~202302,신규,-,,,단독다가구,37.6240719,127.0775937
2656,서울특별시 노원구 공릉동,5**,12m미만,20.0,전세,202202,15,8500,0,2013.0,동일로182길,202202~202302,신규,-,,,단독다가구,37.6240719,127.0775937
2657,서울특별시 노원구 공릉동,5**,8m미만,15.0,전세,202202,15,6500,0,2017.0,동일로186길,-,-,-,,,단독다가구,37.6251763,127.0734911
2658,서울특별시 노원구 상계동,1**,8m미만,21.0,전세,202202,15,9500,0,2017.0,노원로30길,202203~202303,신규,-,,,단독다가구,37.6545716,127.0698507
2659,서울특별시 노원구 월계동,3**,8m미만,16.5,전세,202202,15,6500,0,2014.0,광운로15길,202202~202302,신규,-,,,단독다가구,37.622117,127.0610905
2660,서울특별시 노원구 상계동,3**,12m미만,23.0,전세,202202,15,7500,0,1989.0,상계로18길,202202~202302,신규,-,,,단독다가구,37.6568547,127.0700566
2661,서울특별시 노원구 월계동,4**,8m미만,15.0,전세,202202,15,8500,0,2017.0,광운로2길,202202~202402,신규,-,,,단독다가구,37.61773,127.05804
2662,서울특별시 노원구 월계동,3**,8m미만,16.5,전세,202202,15,8500,0,2016.0,광운로15길,202202~202302,신규,-,,,단독다가구,37.622117,127.0610905
2663,서울특별시 노원구 월계동,2**,8m미만,18.0,전세,202202,15,8500,0,2009.0,초안산로2길,202202~202302,신규,-,,,단독다가구,37.6338158,127.0582095
2664,서울특별시 노원구 공릉동,4**,8m미만,21.48,전세,202202,15,9000,0,2018.0,공릉로,202203~202403,신규,-,,,단독다가구,37.6268136,127.0790507
2665,서울특별시 노원구 공릉동,1**,8m미만,18.0,전세,202202,15,6200,0,2010.0,화랑로51가길,202203~202402,신규,-,,,단독다가구,37.6247059,127.0898587
2666,서울특별시 노원구 공릉동,4**,8m미만,20.0,전세,202202,15,6500,0,2013.0,공릉로43길,-,-,-,,,단독다가구,37.6259928,127.0782988
2667,서울특별시 노원구 공릉동,1**,12m미만,21.81,전세,202202,15,9000,0,2009.0,화랑로51가길,202202~202302,신규,-,,,단독다가구,37.6247059,127.0898587
2668,서울특별시 노원구 공릉동,1**,8m미만,19.8,전세,202202,15,10000,0,2016.0,화랑로51가길,202202~202302,-,-,,,단독다가구,37.6247059,127.0898587
2669,서울특별시 노원구 하계동,1**,12m미만,23.2,전세,202202,15,9000,0,2010.0,공릉로58길,202202~202402,신규,-,,,단독다가구,37.633224,127.0725796
2670,서울특별시 노원구 하계동,1**,12m미만,21.0,전세,202202,15,9000,0,2014.0,공릉로58길,202202~202302,신규,-,,,단독다가구,37.633224,127.0725796
2672,서울특별시 노원구 상계동,1***,8m미만,23.69,전세,202202,14,8500,0,2003.0,동일로237바길,202203~202403,신규,-,,,단독다가구,37.6739881,127.050163
2674,서울특별시 노원구 상계동,3**,8m미만,23.1,전세,202202,14,3200,0,1992.0,상계로15길,-,-,-,,,단독다가구,,
2675,서울특별시 노원구 상계동,1**,8m미만,21.0,전세,202202,14,9500,0,2013.0,한글비석로24라길,202202~202402,신규,-,,,단독다가구,37.6662137,127.0697279
2676,서울특별시 노원구 공릉동,5**,12m미만,23.76,전세,202202,14,8500,0,2009.0,동일로176길,202202~202402,신규,-,,,단독다가구,37.6202735,127.0755948
2677,서울특별시 노원구 공릉동,5**,8m미만,18.0,전세,202202,14,7500,0,2017.0,동일로180길,202202~202302,신규,-,,,단독다가구,37.622504,127.0759676
2679,서울특별시 노원구 공릉동,4**,8m미만,20.0,전세,202202,14,7500,0,2004.0,공릉로43길,202202~202302,신규,-,,,단독다가구,37.6259928,127.0782988
2680,서울특별시 노원구 공릉동,1**,12m미만,18.5,전세,202202,14,5000,0,2006.0,화랑로51가길,-,-,-,,,단독다가구,37.6247059,127.0898587
2681,서울특별시 노원구 월계동,2**,8m미만,38.0,전세,202202,14,11000,0,1995.0,초안산로2라길,202202~202302,신규,-,,,단독다가구,37.6321433,127.0581182
2682,서울특별시 노원구 월계동,2**,8m미만,50.0,전세,202202,14,18000,0,1997.0,초안산로2라길,202203~202403,신규,-,,,단독다가구,37.6321433,127.0581182
2683,서울특별시 노원구 월계동,2**,8m미만,39.47,전세,202202,14,7000,0,1994.0,초안산로2길,202203~202503,신규,-,,,단독다가구,37.6338158,127.0582095
2684,서울특별시 노원구 월계동,4**,8m미만,15.0,전세,202202,14,8400,0,2017.0,광운로2길,202202~202302,신규,-,,,단독다가구,37.61773,127.05804
2685,서울특별시 노원구 월계동,3**,8m미만,50.18,전세,202202,14,19000,0,1992.0,광운로13길,202204~202404,신규,-,,,단독다가구,37.6214886,127.0588884
2686,서울특별시 노원구 월계동,3**,8m미만,16.0,전세,202202,14,6500,0,2014.0,광운로15길,-,-,-,,,단독다가구,37.622117,127.0610905
2687,서울특별시 노원구 월계동,3**,8m미만,16.0,전세,202202,14,6500,0,2014.0,광운로15길,-,-,-,,,단독다가구,37.622117,127.0610905
2688,서울특별시 노원구 공릉동,5**,8m미만,18.18,전세,202202,13,7500,0,2017.0,동일로180길,202202~202302,신규,-,,,단독다가구,37.622504,127.0759676
2689,서울특별시 노원구 공릉동,5**,8m미만,18.18,전세,202202,13,7500,0,2017.0,동일로180길,202202~202302,신규,-,,,단독다가구,37.622504,127.0759676
2691,서울특별시 노원구 하계동,6*,12m미만,20.5,전세,202202,13,10000,0,2007.0,공릉로62가길,202202~202302,신규,-,,,단독다가구,37.6369804,127.074301
2692,서울특별시 노원구 월계동,3**,8m미만,15.0,전세,202202,13,7500,0,2016.0,광운로15길,202202~202302,신규,-,,,단독다가구,37.622117,127.0610905
2693,서울특별시 노원구 공릉동,5**,8m미만,15.0,전세,202202,13,8200,0,2011.0,동일로182길,202203~202302,신규,-,,,단독다가구,37.6240719,127.0775937
2694,서울특별시 노원구 공릉동,3**,8m미만,18.0,전세,202202,13,7500,0,2010.0,동일로190길,202202~202302,신규,-,,,단독다가구,37.6256192,127.074575
2695,서울특별시 노원구 공릉동,5**,8m미만,20.0,전세,202202,13,12000,0,2021.0,동일로184길,202203~202303,신규,-,,,단독다가구,37.6238144,127.0748971
2697,서울특별시 노원구 월계동,2**,8m미만,18.0,전세,202202,12,8500,0,2009.0,초안산로2길,202202~202302,신규,-,,,단독다가구,37.6338158,127.0582095
2698,서울특별시 노원구 월계동,5**,8m미만,30.0,전세,202202,12,8000,0,1991.0,월계로44가길,202203~202403,신규,-,,,단독다가구,37.6249115,127.0556507
2699,서울특별시 노원구 월계동,5**,8m미만,50.0,전세,202202,12,12000,0,2002.0,월계로44가길,202203~202403,신규,-,,,단독다가구,37.6249115,127.0556507
2700,서울특별시 노원구 공릉동,3**,8m미만,15.0,전세,202202,12,9000,0,2018.0,공릉로27길,202202~202302,신규,-,,,단독다가구,37.6241359,127.0777465
2701,서울특별시 노원구 공릉동,4**,8m미만,25.0,전세,202202,12,7500,0,1996.0,공릉로41라길,-,-,-,,,단독다가구,37.6252785,127.0781803
2702,서울특별시 노원구 공릉동,4**,8m미만,17.0,전세,202202,12,8500,0,2016.0,공릉로41나길,202202~202302,신규,-,,,단독다가구,37.6250551,127.0788344
2703,서울특별시 노원구 공릉동,5**,12m미만,30.0,전세,202202,12,10000,0,1993.0,동일로177길,202202~202402,신규,-,,,단독다가구,37.6211296,127.0737017
2704,서울특별시 노원구 공릉동,3**,8m미만,16.5,전세,202202,12,10000,0,2008.0,동일로190길,202202~202302,신규,-,,,단독다가구,37.6256192,127.074575
2705,서울특별시 노원구 공릉동,5**,12m미만,18.0,전세,202202,12,6800,0,2007.0,동일로178길,-,-,-,,,단독다가구,37.6218701,127.0756461
2706,서울특별시 노원구 공릉동,3**,8m미만,16.0,전세,202202,12,8000,0,2010.0,동일로196길,-,-,-,,,단독다가구,37.6282688,127.0742061
2707,서울특별시 노원구 공릉동,5**,8m미만,18.0,전세,202202,12,7500,0,2013.0,동일로182길,202202~202302,신규,-,,,단독다가구,37.6240719,127.0775937
2708,서울특별시 노원구 공릉동,5**,8m미만,16.0,전세,202202,12,7500,0,2017.0,동일로178길,202202~202302,신규,-,,,단독다가구,37.6218701,127.0756461
2709,서울특별시 노원구 공릉동,5**,8m미만,20.0,전세,202202,12,9000,0,2011.0,동일로190길,202203~202302,신규,-,,,단독다가구,37.6256192,127.074575
2710,서울특별시 노원구 공릉동,3**,8m미만,14.0,전세,202202,12,7500,0,2017.0,동일로190길,202202~202302,신규,-,,,단독다가구,37.6256192,127.074575
2711,서울특별시 노원구 공릉동,5**,12m미만,15.0,전세,202202,12,9000,0,2013.0,동일로182길,202202~202302,신규,-,,,단독다가구,37.6240719,127.0775937
2712,서울특별시 노원구 공릉동,5**,8m미만,14.87,전세,202202,12,8500,0,2017.0,동일로180길,202202~202302,신규,-,,,단독다가구,37.622504,127.0759676
2713,서울특별시 노원구 공릉동,3**,8m미만,14.0,전세,202202,12,7500,0,2017.0,동일로190길,202202~202302,신규,-,,,단독다가구,37.6256192,127.074575
2716,서울특별시 노원구 공릉동,1**,8m미만,23.0,전세,202202,12,8000,0,2004.0,화랑로51가길,202202~202302,신규,-,,,단독다가구,37.6247059,127.0898587
2717,서울특별시 노원구 공릉동,3**,8m미만,20.0,전세,202202,12,7500,0,2010.0,동일로190길,202202~202302,신규,-,,,단독다가구,37.6256192,127.074575
2718,서울특별시 노원구 중계동,9*,8m미만,16.52,전세,202202,12,8500,0,1994.0,중계로14길,202202~202402,신규,-,,,단독다가구,37.6501075,127.0828271
2719,서울특별시 노원구 공릉동,3**,8m미만,18.0,전세,202202,12,7500,0,,공릉로39길,202202~202302,신규,-,,,단독다가구,37.6237527,127.0782212
2720,서울특별시 노원구 공릉동,1**,8m미만,14.27,전세,202202,12,5500,0,2010.0,화랑로51가길,-,-,-,,,단독다가구,37.6247059,127.0898587
2721,서울특별시 노원구 공릉동,5**,8m미만,22.0,전세,202202,11,6000,0,2016.0,동일로186길,-,-,-,,,단독다가구,37.6251763,127.0734911
2722,서울특별시 노원구 상계동,3**,12m미만,48.0,전세,202202,11,11000,0,1990.0,한글비석로31길,202204~202404,신규,-,,,단독다가구,37.6612038,127.0696442
2724,서울특별시 노원구 공릉동,5**,12m미만,14.0,전세,202202,11,8500,0,2012.0,동일로186길,202202~202302,신규,-,,,단독다가구,37.6251763,127.0734911
2725,서울특별시 노원구 공릉동,5**,8m미만,17.0,전세,202202,11,7500,0,2011.0,동일로182길,202202~202302,신규,-,,,단독다가구,37.6232947,127.0767745
2730,서울특별시 노원구 월계동,4**,8m미만,13.2,전세,202202,11,6500,0,2016.0,광운로1길,202202~202302,신규,-,,,단독다가구,37.6193282,127.056928
2731,서울특별시 노원구 월계동,4**,8m미만,13.2,전세,202202,11,6500,0,2016.0,광운로1길,202202~202302,신규,-,,,단독다가구,37.6193282,127.056928
2732,서울특별시 노원구 월계동,2**,8m미만,16.0,전세,202202,11,7500,0,2010.0,초안산로2길,202202~202302,신규,-,,,단독다가구,37.6328311,127.0574633
2733,서울특별시 노원구 상계동,1**,8m미만,52.23,전세,202202,11,4000,0,1993.0,상계로12길,-,-,-,,,단독다가구,37.6569931,127.0698842
2734,서울특별시 노원구 상계동,3**,8m미만,12.0,전세,202202,11,4500,0,2016.0,상계로12길,-,-,-,,,단독다가구,37.6569931,127.0698842
2736,서울특별시 노원구 공릉동,4**,8m미만,15.0,전세,202202,11,8500,0,2015.0,공릉로41마길,202202~202302,신규,-,,,단독다가구,37.6252697,127.0779284
2737,서울특별시 노원구 하계동,6*,8m미만,13.2,전세,202202,11,12000,0,2016.0,공릉로62가길,202203~202302,신규,-,,,단독다가구,37.6364334,127.072365
2739,서울특별시 노원구 공릉동,1**,8m미만,17.54,전세,202202,10,9000,0,2017.0,화랑로51가길,202202~202302,신규,-,,,단독다가구,37.624281,127.0901912
2740,서울특별시 노원구 공릉동,5**,12m미만,16.0,전세,202202,10,7500,0,2012.0,동일로186길,202202~202302,신규,-,,,단독다가구,37.6253694,127.0752392
2741,서울특별시 노원구 공릉동,5**,12m미만,15.0,전세,202202,10,8000,0,2016.0,동일로176길,202202~202302,-,-,,,단독다가구,37.6202735,127.0755948
2743,서울특별시 노원구 상계동,1**,12m미만,28.98,전세,202202,10,9500,0,1995.0,한글비석로24다길,202203~202403,신규,-,,,단독다가구,37.664172,127.0701838
2747,서울특별시 노원구 공릉동,5**,8m미만,15.0,전세,202202,10,6000,0,2017.0,동일로178길,-,-,-,,,단독다가구,37.6218701,127.0756461
2751,서울특별시 노원구 월계동,3**,8m미만,15.0,전세,202202,10,7000,0,2016.0,광운로15길,-,-,-,,,단독다가구,37.622117,127.0610905
2752,서울특별시 노원구 월계동,3**,8m미만,20.96,전세,202202,10,8500,0,1998.0,광운로13길,202202~202302,신규,-,,,단독다가구,37.6212749,127.0582564
2753,서울특별시 노원구 월계동,3**,8m미만,16.5,전세,202202,10,7300,0,2015.0,광운로15길,202202~202302,신규,-,,,단독다가구,37.622117,127.0610905
2754,서울특별시 노원구 상계동,4**,12m미만,25.0,전세,202202,10,5500,0,1986.0,상계로9나길,-,-,-,,,단독다가구,37.6606855,127.0675762
2755,서울특별시 노원구 상계동,1**,12m미만,30.0,전세,202202,10,13000,0,1989.0,노원로26나길,202204~202404,신규,-,,,단독다가구,37.6538735,127.0699723
2758,서울특별시 노원구 공릉동,4**,12m미만,20.0,전세,202202,10,7000,0,2009.0,공릉로42길,202203~202403,신규,-,,,단독다가구,37.6249855,127.0806081
2759,서울특별시 노원구 공릉동,5**,8m미만,15.0,전세,202202,10,8500,0,2017.0,동일로184길,202202~202302,신규,-,,,단독다가구,37.6243513,127.0758936
2760,서울특별시 노원구 상계동,1**,8m미만,23.86,전세,202202,9,10000,0,2017.0,한글비석로24라길,202202~202402,신규,-,,,단독다가구,37.6639303,127.071766
2764,서울특별시 노원구 공릉동,1**,12m미만,23.0,전세,202202,9,7500,0,2013.0,화랑로51가길,202202~202302,신규,-,,,단독다가구,37.624281,127.0901912
2765,서울특별시 노원구 공릉동,1**,8m미만,23.0,전세,202202,9,9000,0,2006.0,화랑로51가길,202202~202302,신규,-,,,단독다가구,37.624281,127.0901912
2766,서울특별시 노원구 공릉동,5**,8m미만,16.0,전세,202202,9,9000,0,2012.0,동일로186길,202202~202302,신규,-,,,단독다가구,37.6253694,127.0752392
2768,서울특별시 노원구 공릉동,6**,8m미만,15.0,전세,202202,9,9000,0,2014.0,공릉로22길,202202~202402,신규,-,,,단독다가구,,
2769,서울특별시 노원구 공릉동,5**,8m미만,14.0,전세,202202,9,7500,0,2017.0,동일로180길,202202~202302,신규,-,,,단독다가구,37.6228911,127.0777529
2770,서울특별시 노원구 공릉동,5**,8m미만,16.5,전세,202202,9,6300,0,1977.0,동일로178길,-,-,-,,,단독다가구,37.6218701,127.0756461
2771,서울특별시 노원구 월계동,3**,8m미만,16.5,전세,202202,9,7500,0,2016.0,광운로15길,202202~202302,신규,-,,,단독다가구,37.622117,127.0610905
2772,서울특별시 노원구 상계동,1***,12m미만,23.14,전세,202202,9,6300,0,1989.0,동일로242가길,-,-,-,,,단독다가구,37.6772329,127.0558632
2773,서울특별시 노원구 상계동,1***,12m미만,18.69,전세,202202,9,12000,0,,동일로242가길,202203~202403,신규,-,,,단독다가구,37.6772329,127.0558632
2774,서울특별시 노원구 상계동,1***,8m미만,12.0,전세,202202,9,7500,0,2010.0,동일로237길,202202~202302,신규,-,,,단독다가구,37.6736154,127.0535244
2775,서울특별시 노원구 상계동,1**,8m미만,15.49,전세,202202,9,7000,0,2011.0,노원로26나길,202202~202402,신규,-,,,단독다가구,37.6538735,127.0699723
2776,서울특별시 노원구 상계동,5**,8m미만,48.63,전세,202202,9,5000,0,1981.0,상계로1길,-,-,-,,,단독다가구,37.6567157,127.0620069
2777,서울특별시 노원구 월계동,2**,8m미만,20.0,전세,202202,8,9500,0,2017.0,월계로,202202~202302,신규,-,,,단독다가구,35.2134142,126.8440568
2778,서울특별시 노원구 공릉동,5**,8m미만,17.5,전세,202202,8,7500,0,2012.0,동일로186길,202202~202302,신규,-,,,단독다가구,37.6253694,127.0752392
2780,서울특별시 노원구 공릉동,3**,8m미만,30.0,전세,202202,8,8000,0,1994.0,동일로191가길,202202~202402,신규,-,,,단독다가구,37.62721,127.07084
2781,서울특별시 노원구 공릉동,5**,8m미만,18.0,전세,202202,8,7500,0,2017.0,동일로186길,202202~202302,신규,-,,,단독다가구,37.6253694,127.0752392
2782,서울특별시 노원구 공릉동,5**,8m미만,23.0,전세,202202,8,7500,0,2017.0,동일로180길,202202~202302,신규,-,,,단독다가구,37.6228911,127.0777529
2783,서울특별시 노원구 공릉동,5**,12m미만,20.0,전세,202202,8,8500,0,2012.0,동일로186길,202202~202302,신규,-,,,단독다가구,37.6253694,127.0752392
2784,서울특별시 노원구 공릉동,5**,8m미만,20.0,전세,202202,8,8500,0,2011.0,동일로190길,202202~202302,신규,-,,,단독다가구,37.6260773,127.0743212
2785,서울특별시 노원구 공릉동,3**,8m미만,18.0,전세,202202,8,7500,0,2010.0,동일로190길,202202~202302,신규,-,,,단독다가구,37.6260773,127.0743212
2786,서울특별시 노원구 공릉동,1**,12m미만,42.0,전세,202202,8,7000,0,2005.0,화랑로51가길,202202~202402,신규,-,,,단독다가구,37.624281,127.0901912
2788,서울특별시 노원구 상계동,1**,8m미만,17.38,전세,202202,8,8500,0,2011.0,한글비석로24가길,202202~202402,신규,-,,,단독다가구,37.6629145,127.0703288
2790,서울특별시 노원구 월계동,4**,12m미만,16.5,전세,202202,8,9500,0,2016.0,광운로3길,202202~202302,신규,-,,,단독다가구,37.61973,127.0571488
2791,서울특별시 노원구 월계동,3**,8m미만,13.92,전세,202202,8,8500,0,2010.0,광운로19가길,202202~202302,신규,-,,,단독다가구,37.6240454,127.0596658
2793,서울특별시 노원구 상계동,3**,8m미만,27.0,전세,202202,8,6500,0,1992.0,상계로15길,202203~202403,신규,-,,,단독다가구,,
2794,서울특별시 노원구 상계동,3**,12m미만,24.0,전세,202202,8,8500,0,2014.0,상계로17길,202202~202302,신규,-,,,단독다가구,37.6594505,127.0668279
2796,서울특별시 노원구 월계동,3**,8m미만,15.0,전세,202202,7,7500,0,2016.0,광운로15길,202202~202302,신규,-,,,단독다가구,37.622117,127.0610905
2798,서울특별시 노원구 공릉동,1**,25m미만,30.0,전세,202202,7,6000,0,2002.0,화랑로51길,-,-,-,,,단독다가구,37.6250295,127.088761
2799,서울특별시 노원구 공릉동,4**,8m미만,16.0,전세,202202,7,10000,0,2016.0,공릉로43가길,202202~202302,신규,-,,,단독다가구,37.6268595,127.0780347
2800,서울특별시 노원구 상계동,1***,8m미만,57.1,전세,202202,7,13000,0,1995.0,동일로241다길,202204~202404,신규,-,,,단독다가구,37.6768695,127.0524892
2801,서울특별시 노원구 공릉동,3**,25m미만,52.63,전세,202202,7,17000,0,1994.0,동일로191가길,202203~202403,신규,-,,,단독다가구,37.62721,127.07084
2802,서울특별시 노원구 하계동,1**,12m미만,16.5,전세,202202,7,10000,0,2010.0,공릉로58길,202202~202302,신규,-,,,단독다가구,37.6359258,127.0747629
2803,서울특별시 노원구 상계동,1**,8m미만,54.43,전세,202202,7,4250,0,1991.0,한글비석로24가길,-,-,-,,,단독다가구,37.6629145,127.0703288
2804,서울특별시 노원구 상계동,3**,8m미만,52.72,전세,202202,7,17000,0,1991.0,한글비석로37길,202203~202403,신규,-,,,단독다가구,37.6615703,127.0691932
2805,서울특별시 노원구 상계동,1**,8m미만,37.26,전세,202202,7,6500,0,1990.0,한글비석로24가길,-,-,-,,,단독다가구,37.6629145,127.0703288
2806,서울특별시 노원구 월계동,5**,8m미만,11.84,전세,202202,7,6000,0,2016.0,광운로15길,-,-,-,,,단독다가구,37.622117,127.0610905
2807,서울특별시 노원구 월계동,5**,8m미만,16.5,전세,202202,7,7500,0,2016.0,광운로15길,202202~202302,신규,-,,,단독다가구,37.622117,127.0610905
2808,서울특별시 노원구 월계동,3**,8m미만,15.0,전세,202202,7,8500,0,2016.0,광운로17길,202202~202302,신규,-,,,단독다가구,37.6224818,127.0579185
2810,서울특별시 노원구 공릉동,1**,12m미만,23.11,전세,202202,7,10000,0,2007.0,화랑로51가길,202202~202302,신규,-,,,단독다가구,37.624281,127.0901912
2811,서울특별시 노원구 공릉동,4**,8m미만,25.0,전세,202202,7,5300,0,2012.0,공릉로46가길,202202~202302,신규,-,,,단독다가구,37.6265839,127.079934
2812,서울특별시 노원구 공릉동,1**,8m미만,23.1,전세,202202,7,8500,0,2004.0,화랑로51가길,-,-,-,,,단독다가구,37.624281,127.0901912
2814,서울특별시 노원구 상계동,1**,8m미만,19.8,전세,202202,7,6300,0,2007.0,한글비석로25길,202202~202402,신규,-,,,단독다가구,37.660592,127.0704148
2816,서울특별시 노원구 상계동,1**,8m미만,35.01,전세,202202,7,7000,0,1993.0,덕릉로109다길,-,-,-,,,단독다가구,37.6675343,127.0782961
2819,서울특별시 노원구 공릉동,3**,8m미만,30.0,전세,202202,7,8500,0,2003.0,동일로191길,202203~202303,신규,-,,,단독다가구,37.6249634,127.0715778
2820,서울특별시 노원구 공릉동,6**,12m미만,16.0,전세,202202,6,5000,0,2010.0,화랑로,-,-,-,,,단독다가구,35.8445072,129.214774
2821,서울특별시 노원구 공릉동,5**,8m미만,26.4,전세,202202,6,9000,0,2005.0,동일로182길,202202~202302,신규,-,,,단독다가구,37.6232947,127.0767745
2822,서울특별시 노원구 월계동,5**,8m미만,16.5,전세,202202,6,7500,0,2016.0,광운로15길,202203~202302,신규,-,,,단독다가구,37.622117,127.0610905
2823,서울특별시 노원구 공릉동,4**,8m미만,18.0,전세,202202,6,8500,0,2016.0,공릉로41가길,202202~202302,신규,-,,,단독다가구,37.6253401,127.0790324
2824,서울특별시 노원구 공릉동,3**,8m미만,12.0,전세,202202,6,8000,0,2016.0,공릉로27길,202202~202302,신규,-,,,단독다가구,37.6254985,127.0778742
2825,서울특별시 노원구 월계동,6*,8m미만,44.14,전세,202202,6,13000,0,1996.0,석계로9길,202203~202402,신규,-,,,단독다가구,37.6174686,127.0636803
2827,서울특별시 노원구 공릉동,1**,12m미만,19.8,전세,202202,6,10000,0,2013.0,화랑로51가길,202202~202208,신규,-,,,단독다가구,37.624281,127.0901912
2829,서울특별시 노원구 공릉동,5**,8m미만,18.18,전세,202202,6,4000,0,2012.0,동일로182길,-,-,-,,,단독다가구,37.6232947,127.0767745
2830,서울특별시 노원구 월계동,4**,8m미만,18.0,전세,202202,5,9000,0,2017.0,광운로7길,202202~202302,신규,-,,,단독다가구,37.6208683,127.0582248
2831,서울특별시 노원구 월계동,5**,8m미만,15.0,전세,202202,5,8500,0,2016.0,광운로15길,202202~202302,신규,-,,,단독다가구,37.622117,127.0610905
2832,서울특별시 노원구 월계동,4**,8m미만,14.0,전세,202202,5,8500,0,2017.0,광운로7길,202202~202302,신규,-,,,단독다가구,37.6208683,127.0582248
2833,서울특별시 노원구 월계동,3**,8m미만,20.0,전세,202202,5,8500,0,1998.0,광운로13길,202202~202302,신규,-,,,단독다가구,37.6212749,127.0582564
2834,서울특별시 노원구 월계동,4**,8m미만,26.4,전세,202202,5,5300,0,1978.0,석계로13길,-,-,-,,,단독다가구,37.6210577,127.0610978
2835,서울특별시 노원구 공릉동,4**,8m미만,18.0,전세,202202,5,5000,0,2016.0,공릉로41나길,-,-,-,,,단독다가구,37.6250551,127.0788344
2836,서울특별시 노원구 공릉동,4**,8m미만,16.0,전세,202202,5,8500,0,2016.0,공릉로43길,202202~202302,신규,-,,,단독다가구,37.6260856,127.0775972
2837,서울특별시 노원구 공릉동,4**,8m미만,16.0,전세,202202,5,7300,0,2015.0,공릉로41라길,202202~202302,신규,-,,,단독다가구,37.6252785,127.0781803
2838,서울특별시 노원구 공릉동,5**,8m미만,15.0,전세,202202,5,4000,0,2011.0,동일로186길,-,-,-,,,단독다가구,37.6253694,127.0752392
2839,서울특별시 노원구 공릉동,5**,8m미만,16.0,전세,202202,5,8000,0,2018.0,동일로186길,202202~202402,신규,-,,,단독다가구,37.6253694,127.0752392
2840,서울특별시 노원구 공릉동,5**,8m미만,14.0,전세,202202,5,9000,0,2017.0,동일로182길,-,-,-,,,단독다가구,37.6232947,127.0767745
2841,서울특별시 노원구 공릉동,3**,12m미만,13.4,전세,202202,5,9000,0,2018.0,동일로193길,202202~202302,신규,-,,,단독다가구,37.6260364,127.0719136
2842,서울특별시 노원구 공릉동,3**,8m미만,15.0,전세,202202,5,8000,0,2017.0,동일로190길,202202~202302,신규,-,,,단독다가구,37.6260773,127.0743212
2843,서울특별시 노원구 공릉동,5**,8m미만,18.0,전세,202202,5,8000,0,2011.0,동일로186길,-,-,-,,,단독다가구,37.6253694,127.0752392
2844,서울특별시 노원구 공릉동,3**,8m미만,15.0,전세,202202,5,9500,0,2017.0,동일로196길,202203~202302,신규,-,,,단독다가구,37.6282688,127.0742061
2845,서울특별시 노원구 공릉동,5**,8m미만,37.81,전세,202202,5,8000,0,1992.0,동일로182길,-,-,-,,,단독다가구,37.6232947,127.0767745
2846,서울특별시 노원구 공릉동,5**,12m미만,15.0,전세,202202,5,9000,0,2016.0,동일로176길,202202~202302,신규,-,,,단독다가구,37.6202735,127.0755948
2847,서울특별시 노원구 공릉동,5**,8m미만,49.0,전세,202202,5,19000,0,2012.0,동일로182길,202203~202403,신규,-,,,단독다가구,37.6232947,127.0767745
2848,서울특별시 노원구 공릉동,3**,8m미만,15.0,전세,202202,5,8000,0,2017.0,동일로190길,202202~202302,신규,-,,,단독다가구,37.6260773,127.0743212
2852,서울특별시 노원구 상계동,1**,8m미만,18.84,전세,202202,5,9500,0,2017.0,노원로26나길,202203~202302,신규,-,,,단독다가구,37.6538735,127.0699723
2853,서울특별시 노원구 상계동,3**,12m미만,24.0,전세,202202,5,8500,0,2014.0,상계로17길,-,-,-,,,단독다가구,37.6594505,127.0668279
2854,서울특별시 노원구 상계동,1***,8m미만,19.8,전세,202202,5,6000,0,2007.0,동일로237바길,-,-,-,,,단독다가구,37.6739881,127.050163
2855,서울특별시 노원구 상계동,1***,8m미만,21.09,전세,202202,5,8000,0,2010.0,동일로,-,-,-,,,단독다가구,37.5438351,127.0649969
2856,서울특별시 노원구 월계동,3**,8m미만,15.0,전세,202202,5,8000,0,2014.0,광운로15길,-,-,-,,,단독다가구,37.622117,127.0610905
2857,서울특별시 노원구 월계동,3**,8m미만,15.0,전세,202202,5,7500,0,2015.0,광운로13길,202202~202302,신규,-,,,단독다가구,37.6212749,127.0582564
2858,서울특별시 노원구 공릉동,4**,8m미만,16.0,전세,202202,4,8500,0,2016.0,공릉로43길,202202~202302,신규,-,,,단독다가구,37.6260856,127.0775972
2859,서울특별시 노원구 공릉동,4**,8m미만,51.74,전세,202202,4,17000,0,1990.0,공릉로,202202~202402,신규,-,,,단독다가구,37.6267844,127.078639
2860,서울특별시 노원구 월계동,3**,8m미만,16.53,전세,202202,4,10000,0,2017.0,광운로15길,202202~202302,-,-,,,단독다가구,37.622117,127.0610905
2862,서울특별시 노원구 하계동,1**,12m미만,16.0,전세,202202,4,8500,0,2010.0,공릉로58길,202202~202302,신규,-,,,단독다가구,37.6359258,127.0747629
2863,서울특별시 노원구 하계동,6*,8m미만,49.59,전세,202202,4,15000,0,1996.0,공릉로62가길,202203~202403,신규,-,,,단독다가구,37.6364334,127.072365
2864,서울특별시 노원구 공릉동,5**,12m미만,18.18,전세,202202,4,10000,0,2017.0,동일로178길,202202~202402,신규,-,,,단독다가구,37.6218701,127.0756461
